Word,Valence,Arousal,Dominance,Frequency
sanctity,5.43,3.79,5.64,84
sanctuary,7.05,2.64,6.15,220
sanctum,5.09,3.74,6.21,33
sand,6.16,3.43,4.82,1035
sandbox,5.75,3.4,6.1,54
sandman,4.9,3.55,5,124
sandpaper,4.95,3.13,5.67,22
sandstorm,4.19,4.32,4.26,42
sandwich,7.18,4.94,5.57,1118
sane,6.73,3.81,6.1,281
sanitarium,3.36,4.1,3.68,115
sanitary,6.33,3.09,7.44,44
sanitation,4.76,4.3,6.33,60
sanity,5.95,4.05,6.22,139
sap,4.19,3.92,4.77,178
sapphire,6.92,4.88,6,61
sappy,4.43,3.3,4.12,43
sarcasm,4.81,5.29,5.72,146
sarcastic,4.24,5.19,5.35,133
sarcophagus,4.81,3.7,4.58,31
sardine,4.24,3.95,5.38,46
sash,5.48,4,5.5,58
sassafras,5.48,3.67,5.48,32
sassy,5.19,5.16,6.32,164
satanic,1.94,5.26,3.92,69
satchel,5.21,3.36,5.46,75
satellite,5.56,5.17,4.53,798
satin,6.24,3.7,5.58,133
satire,5.81,3.73,5.63,33
satisfaction,7.18,3.18,6.44,355
satisfactory,6.62,3.14,6.12,153
satisfied,7.16,3.95,6.26,791
satisfy,7.09,5.53,6.33,286
satisfying,7.48,4.83,6.73,129
saturated,4.77,4.95,5.14,43
saturation,4.42,3.86,4.64,28
sauce,6.58,3.95,5.85,795
saucer,5.16,3.7,4.91,140
saucy,6.11,5.62,6.25,62
sauerkraut,5.5,3.9,5.12,51
sauna,5.68,4.95,5.77,69
sausage,6.32,4.8,6.27,397
savage,4.29,4.68,4.22,365
savannah,6.05,3.5,5.86,77
savant,5.11,4.45,5.44,24
save,7.26,4.62,6.34,8278
saver,6.44,2.68,5.84,31
savings,7.67,2.86,6.85,384
savior,6.59,4.37,5.23,173
savor,6.7,3.64,6.67,48
savvy,6.4,4.23,6.44,54
saw,4.16,4.18,4.67,20527
sawdust,5.32,2.95,4.96,30
sawmill,4.57,4.9,4.72,21
sax,6.16,3.4,5.62,64
saxophone,6.32,4.67,5.74,86
say,5.91,4.43,6.88,83629
scab,3.1,3.15,3.52,32
scaffold,4.78,4.11,5.24,28
scalding,3.02,5.21,3.91,20
scale,5.06,3.8,5.17,485
scalp,3.75,3.82,5.74,188
scalpel,3.95,4.48,4.23,161
scam,2.53,4.64,3.74,313
scamp,5.16,4.14,4.55,90
scampi,5.86,3.58,5,20
scan,5.47,4.09,5.63,480
scandal,3.63,5.64,3.88,414
scandalous,3.32,5.85,4.52,46
scanner,5.57,4,5.33,150
scapegoat,3,4.8,3.65,56
scar,3.71,6.55,4.1,432
scarce,3.37,3.9,4.04,87
scare,3.55,7.1,4.58,1712
scarecrow,5.19,3.16,5.37,89
scared,2.8,6.1,4.2,6803
scarf,6,2.39,6.39,239
scary,3,5.35,3.7,1336
scat,3.68,5.33,5.17,65
scatter,3.9,4.52,4.21,124
scavenger,3.85,5.14,4.29,44
scenario,5.58,2.91,5.96,319
scene,5.94,1.95,5.29,3807
scenery,6.18,4.43,5.63,193
scenic,6.9,3.88,6.37,53
scent,6.5,5.05,5.31,304
scented,6.42,4.19,5,46
schedule,4.71,3.35,6.95,1518
schematic,4.63,3.6,5.36,58
scheme,3.8,5.57,4.71,370
schilling,5.25,2.8,4.76,35
schizophrenia,3.42,6.76,3.35,69
schizophrenic,2.91,5.41,3.1,117
schmuck,3.95,4.95,4.44,234
schnapps,5.79,4.65,5.42,37
scholar,6.33,4.25,6.04,186
scholarly,6.43,5.4,6.17,22
scholarship,6.76,5.8,6.08,507
scholastic,6.63,3.8,6.67,29
school,5.41,4.57,5.88,16989
schoolboy,5.53,2.89,4.48,67
schoolgirl,5.91,4.86,5.9,96
schoolhouse,6,3.2,4.57,57
schooling,6.2,4.52,5.5,73
schoolmaster,4.95,3.24,4.8,46
schoolteacher,5.14,3.95,5.23,176
schoolwork,4.71,4.09,5.81,49
schoolyard,5.41,5.37,5.14,44
schooner,4.95,2.29,5.38,38
science,6.32,5.25,6.74,1900
scientific,5.95,4.22,6.12,580
scientist,5.83,4.14,6.68,621
scintillating,6.5,5.1,5.64,20
scissors,5.03,4.02,6.89,341
scoff,3.47,3.4,5.7,21
scold,2.77,4.19,4.59,67
scone,5.62,4.35,5.48,25
scoop,5.24,3.39,6.11,289
scoot,5.74,4.24,5.13,152
scooter,5.42,3.72,5.35,139
scope,5.17,3.48,4.83,286
scorch,3.45,4.9,5.59,24
scorching,3.54,4.98,4.34,20
score,6.5,6.35,7.32,1552
scoreboard,5.4,4.59,5.4,31
scorer,5.42,3.64,6.41,21
scorn,3.07,4.53,4.05,59
scornful,2.5,4.71,5.04,4
scorpion,3.68,6.45,4.67,136
scotch,5.89,4.2,5.32,752
scoundrel,3.25,6.26,4.88,152
scour,4.89,4.09,5.32,31
scourge,4.13,4.91,4.25,67
scout,6,4.52,5.32,657
scowl,3.24,4.56,4.74,26
scrabble,6.14,3.52,6.56,96
scram,3.57,3.65,4.5,179
scramble,5.21,4.85,5,123
scrambled,5.2,3.79,4.35,367
scrambler,4.86,3.44,5.21,28
scrap,4.71,3.43,5.18,223
scrapbook,5.71,3.9,6.91,61
scrape,3.74,4.5,4.41,210
scrappy,4,4.78,4.78,30
scratch,4.95,4.35,4.5,961
scratchy,3.65,4.82,4.58,49
scrawny,3.89,4.26,3.61,80
scream,3.02,6.74,4.51,1347
screamer,3.68,6.52,4.96,52
screech,3.5,6.05,4.88,318
screen,5.55,4.09,5.63,1193
screening,4.77,4.14,6.2,173
screenplay,5.65,4.09,6,133
screenwriter,6.21,3.64,5.59,28
screw,5.24,5.4,5.16,1912
screwball,4.57,4.05,4.58,57
screwdriver,5.76,3.8,6.09,128
screwy,3.86,4.19,4.84,90
scribble,5.21,3.76,5.6,32
scrimmage,4.91,5.63,4.75,40
script,5.42,3.65,4.67,1000
scripture,5.47,2.89,5.15,69
scroll,5.32,3.86,5.82,116
scrotum,4.8,4.62,5.24,29
scrounge,3.67,4.05,4.43,45
scrounger,3.65,5.75,5.15,22
scrub,4.53,3.95,5.17,318
scruffy,4.42,4.38,5.18,28
scrumptious,7.2,4.95,5.85,38
scrutiny,3.83,4.05,3.56,58
scuba,5.86,3.86,5.05,78
scuff,3.26,3.82,4.33,23
scuffle,3.78,4.41,5.5,22
sculptor,5.91,4.87,6.05,46
sculpture,6.5,3.48,5.62,159
scum,2.12,5.2,4.87,505
scumbag,2.48,5.1,2.73,281
scurry,2.95,4.59,4.13,40
scurvy,2.76,5.18,4.12,55
scuttle,4.5,3.86,4.93,41
sea,6.56,2.8,5.22,3052
seaboard,5.75,3.45,5.95,61
seafood,6.45,4.73,5.54,103
seagull,5.27,2.9,4.41,62
seal,5,2.5,5.63,752
seam,5.25,3.5,5.33,33
seaman,5.28,4.3,5.6,86
seamstress,5.6,3.18,5.45,27
search,5.56,3.85,5,2467
searchlight,5.35,3.65,5.45,22
seashore,7.68,3,6,24
seasick,1.89,5,2.39,70
seaside,7.67,4.41,5.76,33
season,6.71,3.2,6.16,1605
seasonal,6.58,4.3,4.68,50
seasoned,7.16,3.75,6.55,50
seasoning,6.38,2.55,6.04,27
seat,5.22,3,6.05,4018
seatbelt,5.79,3.55,4.79,47
seating,5.33,2.91,5.04,109
seawater,5.95,3,4.48,23
seaweed,4.52,3.9,5.14,88
secluded,5.21,3.45,4.39,52
seclusion,3.91,3.23,5.05,36
second,5.23,3.48,5.35,14513
secondary,4.77,3.85,4.96,209
secondhand,5.53,3.77,3.93,54
secrecy,4.15,5.18,5.08,177
secret,5.33,4.14,5.41,5585
secretary,5.18,3.8,6.68,1694
secretive,4.15,5.73,5.81,68
sect,3.81,3.5,4.71,37
section,5.05,3.75,6,1394
sector,4.67,4,5.18,360
secular,4.81,3.52,5.09,25
secure,7.08,3.6,7,1241
security,6.41,4.19,6,4810
sedan,5.05,3.39,6,90
sedate,4.8,4,4.76,64
sedation,4.38,3.48,4.12,58
sedative,4.89,3.45,4.21,130
sediment,5.11,2.91,4.43,21
seduce,6.74,6.23,6.18,176
seducer,3.84,6.33,5.57,20
seduction,6.86,7.16,4.9,50
seductive,6.2,6.52,5.85,38
see,6.27,3.9,6,130393
seed,6.38,3.68,5.19,386
seedy,3.86,4.05,4.7,37
seek,6.25,3.9,6.16,934
seeker,6.33,4.95,5.85,47
seem,5.45,3.24,4.53,7131
seesaw,6.5,4.58,5.14,22
segment,4.63,3.61,5.29,101
segregation,3.05,4.09,3.59,43
seismic,4.45,4.32,3.78,31
seize,3.79,4.06,5.18,246
seizure,3.05,4.67,3.59,190
select,6.1,4.05,5.46,180
selection,5.1,3.95,6.82,232
selective,5.21,3.95,6.45,60
self,6.86,4.78,7.74,722
selfish,3.3,4.57,5.32,811
selfishness,2.95,4.57,4.94,40
selfless,7.11,4.52,6.63,93
sell,5.33,4.19,5.88,4705
seller,4.82,4.09,4.68,112
sellout,3.74,3.83,3.5,33
seltzer,4.33,2.9,4.4,42
semantics,5,4.21,5.11,39
semblance,5,3.83,5.1,22
semen,3.85,5,4.16,201
semester,5,4.2,4.95,354
semi,5.57,3.32,4.95,119
semiautomatic,4.68,6.32,4.35,21
seminar,5.2,3.74,4.82,217
seminary,5.64,3.81,5.12,53
senate,3.38,3.63,3.52,331
senator,4.32,3.75,5.84,1691
send,6.18,3.43,5.94,9169
sender,6.43,3.24,5.45,38
senile,3.14,3.68,3,88
senior,4.79,3.44,5.26,1339
seniority,5,3.55,6.2,55
senorita,7.1,5.4,5.77,36
sensation,6.14,4.96,5.89,249
sensational,7.21,5.7,6.37,205
sense,6.09,3.7,6.29,6722
senseless,3.32,3.96,3.36,131
sensibility,6.2,3.45,6.45,25
sensible,6.74,3.72,6,347
sensitive,6.33,3.68,5,1149
sensitivity,5.5,5.3,5.42,148
sensor,4.6,3.47,5.05,115
sensory,6.15,4.52,5.96,55
sensual,7.4,6.35,6.31,77
sensuality,6.71,5.45,6.26,35
sensuous,5.79,5.86,5.61,25
sentence,5.13,3.09,6.53,1047
sentencing,3.61,4.57,3.53,70
sentiment,6.2,3.54,5.32,162
sentimental,6.27,2.95,6.73,359
sentimentality,6,3.55,5.71,24
sentinel,4.38,3.45,4.44,27
sentry,4.16,3.59,4.7,70
separate,3.95,3.91,4.14,1107
separation,3.05,3.67,4,248
septic,3.5,3.76,3.05,72
sequel,5.76,3.35,4.9,90
sequence,5.84,2.9,5.92,428
serenade,6.43,3.32,6.58,58
serendipity,6.95,3.23,5.22,29
serene,6.9,4.67,6.5,63
serenity,7.75,2.95,5.97,91
sergeant,3.89,5.1,3.83,3210
serial,3.45,4.33,5.86,577
series,5.23,3.62,6.05,1028
serious,5.88,4.05,5.67,7566
seriousness,4.33,3.9,5.41,64
sermon,4.86,3.1,5.32,139
serpent,3.45,4.83,3.59,99
serum,4.1,3.78,5.38,191
servant,4,3.77,4.71,619
serve,5.36,3.7,6.47,1935
server,5.35,3.71,5.14,200
service,6.83,2.95,5.33,4076
servitude,3,4.5,2.46,34
sesame,5.45,3.95,5.91,78
session,5.1,3.38,5.21,678
set,5.23,3.1,5.81,11805
setback,3.22,3.95,3.36,78
settle,5.62,3.4,6.16,2143
settlement,5.67,3.36,4.93,322
setup,4.35,4.65,4.72,440
seven,4.9,3.8,5.64,5327
seventeen,5.9,3.38,4.56,296
seventy,4.55,3.48,5.19,105
sever,3.52,5.39,4.38,80
severance,3.89,3.32,3.68,56
severe,3.21,5.43,4.05,480
severity,3.8,5.48,5.21,30
sew,5.67,4.35,5.77,280
sewage,2.33,4.09,3.89,60
sewer,2.9,3.39,4.12,240
sewing,5.05,3.45,6.26,198
sex,6.73,7.6,6.17,7761
sexist,3.4,5.72,4.08,89
sexual,6.64,6.95,7,1693
sexuality,5.95,7.14,6.74,158
sexy,7.42,6.8,6,1529
shabby,4.11,4.05,3.71,87
shack,3.89,3.33,4.35,288
shade,5.91,2.91,6.25,304
shadow,5.07,3.1,4.41,1080
shadowy,4.48,4.48,3.86,86
shady,3.71,4.29,4.96,120
shaft,4.86,4.65,5.32,393
shag,5.38,4.95,4.86,97
shake,4.59,5.2,6.37,2021
shakedown,4.05,5.55,4.7,46
shaker,5.19,3.58,5.7,81
shaky,3.16,4.33,3.8,151
shall,5.86,3.52,5.89,9441
shallow,3.86,3,5.95,301
shallows,5.37,2.52,5.22,20
sham,3.45,3.14,3.33,77
shaman,5.21,4.17,4.69,128
shame,2.62,5.4,5.21,2120
shamed,2.51,4.23,3.42,44
shameful,3,4.81,4.35,98
shameless,3.89,4.17,4.58,97
shampoo,5.75,3.18,6.32,215
shank,3.4,4.9,4.09,69
shanty,3.14,4.56,4.5,23
shape,5.41,3.6,5.84,1542
shard,4.05,4.18,3.89,37
share,6.22,3.2,6.44,3545
shareholder,4.48,2.96,4.94,27
shark,4.02,5.27,4.87,764
sharp,5.24,6,4.92,1213
sharpen,5.67,4.74,5.67,57
sharpshooter,4.26,5.62,4.75,27
shatter,3.44,5.29,4.57,72
shattering,3.67,5,4.63,39
shave,4.9,3.11,6.19,702
shaver,5.39,4.22,5.44,24
shawl,4.9,3.35,5.24,70
shear,5.21,3.57,5.15,21
sheath,4.85,4.05,5.95,25
shed,5.37,3.64,5.59,560
sheep,5.32,2.95,4.42,685
sheepdog,6.4,3.91,5.37,27
sheer,5.38,5.55,5.44,233
sheet,5.57,2.64,5,592
sheik,5.15,4.39,4.92,77
shelf,5.62,3.09,6,355
shell,6.05,3.23,5.62,674
shellfish,5,2.9,5.09,50
shelter,6.5,3.25,6.11,595
sheltered,5.39,3.14,4.1,53
shepherd,5.75,3.05,5.72,379
sherbet,6.36,4.65,6.37,29
sheriff,4.44,4.3,3.67,3115
sherry,5.95,3.65,5.25,705
shield,5.91,3.65,6.41,418
shift,4.95,3.82,5.38,1164
shifty,3.37,4.78,4.72,37
shilling,5.36,3.76,5.32,75
shimmer,6.95,5.37,5.52,28
shimmering,6.81,4.33,5.35,32
shimmy,6.52,5.2,5.97,59
shin,5.09,3.68,5.88,157
shindig,6.9,5.8,6.19,69
shine,7.27,5.19,5.96,1053
shiner,4.84,4,4.88,38
shingle,4.45,3.71,4.52,38
shining,5.84,3.89,5.88,501
shiny,6.68,4.45,6.17,398
ship,6.14,3.94,5.84,5043
shipment,5.26,3.91,6.05,322
shipping,5.6,4.41,6.08,322
shipshape,5.2,4.29,5.57,30
shipwreck,3.84,6.85,3.48,27
shipyard,5.05,3.52,4.65,43
shirt,5.56,2.3,5.67,2365
shit,3.91,5.67,4.59,24207
shitfaced,4.65,6.05,3.23,21
shithead,2.37,6,3.96,171
shitload,4.76,6.19,5.09,80
shitty,2.3,5.45,4.1,371
shiver,3.61,4.65,3.04,78
shock,3.9,5.95,5.79,1468
shocker,4.35,4.62,3.92,48
shocking,4.63,5.3,4.12,315
shoddy,4.14,4.8,4.83,37
shoe,5.78,2.4,5.44,1550
shoelace,5.71,3.13,5.38,38
shoemaker,5.86,2.7,5.83,30
shoeshine,5.68,2.9,5.75,36
shoot,3.5,6,4.67,8412
shooter,3.7,6.48,4.8,499
shootout,3.32,6.09,4.27,53
shop,5.89,4.76,5.72,2731
shopkeeper,5.35,3.57,6,20
shoplifter,2.26,5.59,4.86,25
shoplifting,2.95,4.32,4.76,78
shopper,5.29,3.94,6.06,33
shoreline,6.29,4.42,5.81,28
short,5.67,2.62,4.39,4367
short story,5.42,3.86,5.25,0
shortage,3.63,3.72,3.35,134
shortcake,6.89,4.14,5.5,26
shortcut,5.84,4.05,5.15,201
shorten,5.05,2.77,5.35,52
shorthand,4.9,4.44,5.45,51
shortness,3.75,4.48,4.41,43
shorts,5.95,4.23,6.57,480
shortstop,5.3,4.4,5.81,41
shortwave,5.3,4.33,4.21,20
shot,2.82,6.48,3.39,11599
shotgun,3.5,6.55,4.92,512
shoulder,5.1,2.96,4.81,1336
shout,5,6.29,5.85,839
shove,3.1,3.83,4.41,674
shovel,4.8,3.5,6.42,349
show,5.91,4.1,5.83,24906
showbiz,5.52,6.05,5.24,25
showboat,5,4.12,5.27,20
showcase,6.29,3.71,4.4,31
showdown,4.68,5.55,5.08,64
shower,7.19,4.15,7.47,2097
showgirl,5.38,5.76,5.59,46
showoff,4,5.45,4.53,20
showroom,5.57,3.88,5,32
shrapnel,3.6,4.96,3.43,113
shred,4.53,3.7,5.32,150
shrew,3.83,3.87,4.48,42
shrewd,4.4,4.18,6.29,72
shriek,3.45,5.37,4,32
shrill,3.33,5.95,3.52,24
shrimp,6.95,3.78,5.23,444
shrine,5.38,3.35,5.31,151
shrink,4,3.42,3.7,577
shrivel,4.21,4.14,4.05,20
shroud,4.21,3.4,4.5,52
shrug,4.71,3.9,5.1,20
shrunken,3.58,4.43,4.36,29
shudder,4.1,4.48,4.16,57
shuffle,4.72,3.45,4.92,150
shuffleboard,4.77,3.92,5.65,20
shuffling,4.85,4.68,5.77,29
shun,2.42,4.04,4.63,26
shunt,4.2,3.76,4.68,48
shut,4.5,4.05,5.61,13455
shutdown,3.57,2.92,5.35,75
shuteye,5.47,3.06,4.59,28
shutter,4.7,3.38,5.28,74
shuttle,5.65,3.81,5.86,282
shy,5.16,3.33,4.5,937
shyness,4.43,3,5.9,29
sibling,7.27,5.16,4.81,49
sick,2.29,4.67,2.84,8437
sickening,2.53,5.05,3.8,46
sickle,3.95,3.5,4.32,28
sickly,3.16,4.41,3.85,39
sickness,2.4,3.95,2.8,405
side,5.32,3.14,5.82,10247
sidearm,4.55,3.67,4.86,23
sidebar,4.95,3.85,4.89,47
sideburns,4.18,4.29,5.39,59
sidecar,6.11,4.73,4.5,30
sidekick,6.14,4.08,5.79,137
sideline,4.55,3.35,4.5,31
sideshow,4.86,5,5.58,56
sidewalk,5.67,3.65,6.19,279
sidewinder,4.26,5.09,4.23,41
siege,4.1,5.55,4.39,118
siesta,6.38,3.59,6.6,25
sift,5.09,3.67,5.43,38
sigh,4.29,2.91,5,173
sight,7.11,3.2,5.94,2311
sighting,5.57,4.26,5.62,79
sightseeing,7.38,5.08,6.41,75
sigma,4.83,3.23,5.26,38
sign,5.27,3.19,5.38,6797
signal,5.27,4.05,7.05,1926
signature,5.57,3.3,6.88,622
significance,6.21,4,5.96,178
significant,6.6,4.9,6,331
signify,5.16,4.8,5.58,32
silence,5.25,3.48,6.26,1294
silencer,3.9,3.57,4,47
silent,5.14,3.21,6.59,1173
silhouette,6.1,3.14,5.2,29
silicon,5.1,4.05,6.19,87
silicone,4.26,3.44,5.24,40
silk,6.55,3.88,5.55,499
silken,6.38,2.7,5.8,21
silky,7,3.73,5.93,40
sill,5,3.36,5.41,23
silliness,6.27,5.13,6.21,21
silly,6.72,4.86,6.5,2912
silo,4.59,2.9,4.83,48
silver,7.48,4,7.05,1619
silverware,5.76,2.96,5.27,109
silvery,5.72,3.67,4.88,25
similar,5.86,3.43,5.8,695
similarity,6.05,3.14,5.12,36
simmer,5.86,3.18,5.41,87
simple,7.17,2.71,6.5,4555
simpleton,4.53,3.18,4.11,31
simplicity,7.05,3.57,6.18,69
simplify,6.35,3.1,6.41,46
simplistic,6.43,3.88,6.16,21
simulate,5.76,4.84,5.19,59
simulated,5.63,4.61,5.42,48
simulation,5.67,3.83,4.81,115
simulator,5.9,3.82,5.43,40
simultaneous,5.57,3.48,5.59,29
sin,3.08,5.82,5.74,813
sincere,6.86,3.91,7.21,305
sincerity,7.9,4.42,6.19,102
sinful,3.37,5.76,4.09,87
sing,7.5,4.1,6.67,4977
singer,6.9,4.86,5.79,800
single,5.39,3.85,4.83,3676
singular,4.89,3.12,5.24,65
singularity,4.6,3.22,5.33,65
sinister,2.63,5.1,4.15,111
sink,4.62,3.7,4.1,863
sinker,4.84,3.45,3.96,28
sinner,3.25,5.38,5.67,126
sinus,3.57,3.23,4.78,89
sip,5.38,2.71,6.3,260
sir,5.45,4.33,5.11,49188
siren,3.8,6.1,4.88,334
sirloin,7.38,4,5.9,31
sissy,3.42,3.26,4.61,372
sister,7,3.86,5.59,9207
sisterhood,5.68,4.33,4.88,32
sit,5.82,3.19,6.06,15879
sitcom,6.1,3.29,4.9,78
site,5.22,3.55,6.09,980
sitter,4.89,2.73,4.68,80
situation,5.33,4.05,4.33,4207
six,4.85,3.18,5.58,10176
sixpence,4.62,3.52,5.22,30
sixteen,6.3,4.2,4.36,418
sixty,4.7,3.9,4.77,277
sizable,6.62,4.3,6.19,26
size,5.61,3.14,5.22,2353
sizzle,6.14,4.39,4.85,32
skate,6.74,4.48,4.84,301
skateboard,5.16,4,5.16,85
skater,6.16,3.95,5.24,97
skedaddle,5.24,4.11,5.05,28
skeet,4.25,5.1,5.42,26
skeletal,3.63,4.2,5.65,24
skeleton,4.37,4.55,4.64,261
skeptic,4.21,5.35,5.59,25
skeptical,3.58,5.45,5.26,75
skepticism,4.3,5.3,4.92,36
sketch,6.21,4.33,6.2,252
sketchy,4.09,4.96,4.58,63
skewer,5.37,4.81,5.83,21
ski,5.91,6.05,4.86,413
skid,4,4.45,4.4,111
skier,5.76,3.14,5.81,24
skiing,6.25,5.4,5.7,212
skill,6.65,4.94,7.41,404
skilled,7.05,5,7.43,121
skillet,5.85,3.24,5.33,62
skillful,6.86,4.42,6.75,40
skim,4.67,3.55,5.62,43
skimpy,4.65,4,5.28,25
skin,5.78,3.25,5,2246
skinny,5.36,4.27,5.79,713
skip,4.76,4.25,5.35,1076
skirmish,4.25,5.11,4.42,28
skirt,6.14,4.88,5.86,508
skit,5.63,4.8,5.71,42
skittish,4.27,4.95,4.21,32
skull,3.63,4.98,4.19,750
skunk,3.78,5.81,4.04,166
sky,7.32,2.74,5.61,2285
skylight,6.8,3.95,5.5,43
skyline,6.17,4.4,5.35,34
skyscraper,5.84,5.33,5.25,40
slab,4.7,2.4,4.27,94
slack,3.85,3.22,5.08,302
slam,4.79,4.61,4.12,296
slammer,4.09,4.79,3.85,63
slander,2.45,5.68,3.62,64
slang,5.25,4.47,5.59,71
slant,4.84,4.1,5.08,58
slap,2.95,4.59,4.78,636
slash,4.85,5.65,4.97,122
slate,4.77,3.19,6,165
slaughter,2.33,5.77,3.57,278
slaughterhouse,2.68,6.76,3.17,64
slave,2.06,4.53,2.61,940
slavery,2,5.45,2.68,207
slay,2.63,4.9,5.39,109
slayer,4.43,4.88,5,144
sleaze,2.95,4.12,3.82,39
sleazy,3.85,5.64,4.6,111
sled,6.35,3.25,5.6,149
sledge,4.55,3.25,4.95,24
sledgehammer,3.57,4.43,4.41,45
sleek,6.26,4.08,5.71,43
sleep,7.22,3.6,5.3,11625
sleeper,5.84,3.04,5.86,105
sleepless,3.11,4.64,3.08,69
sleepover,6.26,4.7,5.33,74
sleepy,4.36,3.04,4.56,437
sleepyhead,5.43,2.85,4.7,27
sleet,4.4,4,3.88,33
sleeve,5.95,3.26,6.05,286
sleigh,6.11,3.42,5.85,167
sleight,4.65,3.24,3.72,25
slender,6.05,4.17,5.32,38
slice,5.05,3.5,5.05,435
slick,5,4.17,5.25,350
slicker,4.84,3.82,5.14,42
slide,5.71,3.3,5.5,909
slider,5.94,4.35,5.44,20
slight,4.6,3.78,5.62,519
slim,6.63,4.26,4.47,605
slime,3.15,4.58,4.04,141
slimy,3.21,5.1,5,159
sling,4.26,4.9,5.73,117
slingshot,5.41,5.47,5.48,71
slinky,4.63,3.95,5.21,49
slip,4.33,4.7,3.81,1320
slipper,5.8,3.83,5.93,113
slippery,4.38,5.35,4,225
slit,4.26,4.23,4.22,194
sliver,5.75,3.85,4.5,23
slob,2.48,4.7,4.29,182
slobber,3.65,4.29,3.92,22
slogan,4.9,3.45,5.24,127
slop,3.74,3.41,4.5,94
slope,5.42,3.59,4.5,150
sloppy,3.42,3.64,3.62,300
slot,5.2,4.1,5.12,280
sloth,4.05,2.9,4,74
slouch,3.85,3.45,4.79,32
slow,4,2.89,5.39,3877
sludge,2.95,4.38,4.33,24
slug,3.16,4.9,4.56,253
slugger,4.67,4.96,5.88,56
sluggish,4.05,3.2,4.5,40
slum,2.55,4.2,3.83,65
slumber,6.24,2.73,5.08,140
slump,3.95,4.19,4.48,61
slur,2.89,3.48,4.47,24
slurp,5,4.81,5.67,22
slush,4.68,4.16,4.78,28
slut,2.55,5.96,3.9,579
slutty,3.5,6.55,5.19,109
sly,3.74,4.76,5.38,136
smack,3.95,5.39,5.11,485
small,5.76,3.43,4.53,6373
smallpox,2.02,4.9,3.34,75
smart,7.73,3.81,6.81,4909
smartass,5.1,5.45,5.4,36
smarten,6.22,3.7,5.84,29
smash,4.68,5.76,5.77,421
smear,3.84,4.04,4.89,111
smell,6.39,5.24,5.44,4240
smelly,2.68,5.43,4,211
smidgen,5.17,3.95,5.25,21
smile,7.89,4.62,7.72,2958
smiley,7.58,5.09,7.27,109
smirk,5.32,4.7,5.82,41
smite,3.95,5.75,4.61,29
smithereens,4.16,5.14,5.13,28
smock,5.25,3.39,5.25,25
smog,2.56,4.3,2.89,55
smoke,3.44,5,4.17,3337
smoker,3.59,3.79,4.9,116
smoky,3.73,4.87,5.26,34
smooch,7.35,5.48,6.71,24
smooth,6.42,2.76,6.26,932
smoothie,7.89,4.35,5.89,37
smother,2.68,4.75,4.2,60
smudge,4.29,3.32,4.89,51
smug,3.68,3.5,4.75,122
smuggle,3.89,5.09,4.23,102
smuggler,3.45,4.62,4.45,62
smut,3.73,5.62,4.96,70
snack,6.53,4.11,5.88,466
snag,4.09,4.91,4.05,97
snail,4.52,3.05,5.58,90
snake,4.03,7.24,3.65,1140
snakeskin,4.41,4.71,4.14,35
snap,4.42,3.42,4.86,887
snapper,4.43,4.81,5.16,34
snappy,5.55,5.05,5.68,150
snapshot,5.84,4.28,6.35,53
snare,4.79,4.7,4.55,39
snarl,2.45,5.85,4.65,27
snatch,4.64,4.77,5.17,199
snatcher,2.95,5.48,3.92,24
snazzy,6.45,5.41,6.18,31
sneak,4.33,5.45,5.36,861
sneaker,5.85,3.45,6.31,35
sneaky,3.94,6.22,4.71,216
sneer,3.3,4.36,5,38
sneeze,4,4.81,3.2,150
snide,3.33,4.09,4.19,28
sniff,5.1,4.95,5.92,181
snip,4.32,4.74,4.95,108
sniper,3.5,5.86,3.89,222
snippy,3.57,5.8,4.67,47
snitch,3.79,5.67,4.42,161
snob,2.53,4.68,4.81,111
snoop,3.45,6.05,4.24,127
snoopy,6.11,5.05,5.13,52
snooty,3.05,4.65,5.25,32
snooze,6.36,4,5.68,46
snore,3,3.71,3.85,82
snorkel,6,4.28,4.96,31
snort,4.55,4.19,5.09,59
snot,3.55,4.14,4.79,108
snotty,2.85,4.52,3.91,65
snout,4.48,3.39,5.28,43
snow,6.78,4.57,5.62,1599
snowball,6.86,4.3,5.12,71
snowboard,5.09,4.95,6,40
snowboarder,5.9,4.71,5.12,22
snowfall,6.35,4.44,4.77,20
snowflake,7.19,3.55,4.81,60
snowman,7,3.76,5,97
snowplow,5.05,3.39,5.38,20
snowstorm,3.55,5.85,3.76,44
snowy,6.59,3.96,5.08,54
snub,3.23,3.86,3.75,20
snuff,3.58,3.65,4.65,102
snug,5.63,3.25,5.54,73
snuggle,7.63,5.54,6.83,66
soak,6.05,3,5.6,176
soap,7.1,2.62,5.32,775
soapbox,4.9,4.22,6.05,24
soapy,5.27,4.27,6.26,25
soar,6.6,5.14,6.11,78
sob,2.65,4.89,3.29,77
sober,5.95,4.32,6.86,515
sobriety,6,3.8,5.62,33
soccer,5.84,4.68,5.77,640
sociable,6.43,4.35,6.35,51
social,6.08,5.16,5.17,1703
socialism,4,4.68,3.96,29
socialist,4.11,4.44,4.32,65
socialite,4.95,4.24,4.47,22
socialize,5.95,5.1,6.44,49
society,5.24,4.55,6.32,1679
sociology,4.6,3.82,5.19,22
sociopath,2.44,6.43,2.3,51
sock,4.43,3.09,5.14,458
socket,4.45,4.04,5.42,82
